DAYOFWEEK,MONTH,LOCATION,LATITUDE,LONGITUDE,CRIMECAT
5,2,NAS ST. POLY,8.507164,8.520902,11
4,4,NAS ST. POLY,8.507164,8.520902,5
3,7,OLD TOMATO MARKET,8.2935,8.3112,12
6,9,BUKAN-SIDI,8.528667,8.518594,7
5,2,NAS ST. POLY,8.507164,8.520902,5
5,2,BUKAN-SIDI,8.528667,8.518594,13
5,2,BUKAN-SIDI,8.528667,8.518594,5
6,12,BUKAN-SIDI,8.528667,8.518594,9
0,6,POST OFFICE,8.496123,8.516234,5
5,8,NAS ST. POLY,8.507164,8.520902,7
6,2,OLD TOMATO MARKET,8.2935,8.3112,13
6,2,U.A.C ROAD,8.497414,8.513013,11
6,2,OLD TOMATO MARKET,8.2935,8.3112,11
2,4,OLD TOMATO MARKET,8.2935,8.3112,12
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,BUKAN-SIDI,8.528667,8.518594,5
6,2,POST OFFICE,8.496123,8.516234,7
6,2,TUNDUN AMBA,8.2856,8.3018,5
5,10,NAS ST. POLY,8.507164,8.520902,11
0,7,NAS ST. POLY,8.507164,8.520902,7
6,2,POST OFFICE,8.496123,8.516234,3
6,2,LAFIA EAST,8.490988,8.527665,11
6,2,POST OFFICE,8.496123,8.516234,5
6,2,NAS ST. POLY,8.507164,8.520902,7
6,1,LAFIA EAST,8.490988,8.527665,12
6,2,POST OFFICE,8.496123,8.516234,7
4,9,POST OFFICE,8.496123,8.516234,13
6,2,LAFIA EAST,8.490988,8.527665,5
6,2,TUNDUN AMBA,8.2856,8.3018,5
6,2,POST OFFICE,8.496123,8.516234,11
6,2,POST OFFICE,8.496123,8.516234,5
1,10,POST OFFICE,8.496123,8.516234,5
6,2,LAVISTA,8.544621,8.533711,5
6,2,LAVISTA,8.544621,8.533711,12
6,12,POST OFFICE,8.496123,8.516234,11
5,6,LAVISTA,8.544621,8.533711,11
6,4,STUDENT VILLAGE,8.503164,8.500314,11
6,2,LAVISTA,8.544621,8.533711,7
6,2,POST OFFICE,8.496123,8.516234,12
6,2,LAVISTA,8.544621,8.533711,5
6,2,LAFIA EAST,8.490988,8.527665,11
6,2,POST OFFICE,8.496123,8.516234,5
6,2,STUDENT VILLAGE,8.503164,8.500314,11
5,12,NAS ST. POLY,8.507164,8.520902,13
5,12,NAS ST. POLY,8.507164,8.520902,5
6,2,POST OFFICE,8.496123,8.516234,9
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,12
3,9,WORKERS VILLAGE,8.485263,8.504512,5
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,NAS ST. POLY,8.507164,8.520902,7
1,5,SANDAJI STREET,8.3031,8.322,12
5,8,STUDENT VILLAGE,8.503164,8.500314,11
2,9,POST OFFICE,8.496123,8.516234,11
5,4,MILLIONAIRES QUARTERS,8.516451,8.520237,2
6,5,LAVISTA,8.544621,8.533711,5
3,5,NAS ST. POLY,8.507164,8.520902,13
6,2,PROJECT QUARTERS,8.44235,8.43324,3
4,9,POST OFFICE,8.496123,8.516234,5
0,7,NAS ST. POLY,8.507164,8.520902,7
3,12,NAS ST. POLY,8.507164,8.520902,5
0,9,DUNAMA,8.523524,8.522714,5
2,4,STUDENT VILLAGE,8.503164,8.500314,1
0,10,POST OFFICE,8.496123,8.516234,13
4,8,POST OFFICE,8.496123,8.516234,5
2,9,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,11
6,4,NAS ST. POLY,8.507164,8.520902,11
6,2,LAVISTA,8.544621,8.533711,12
6,2,LAVISTA,8.544621,8.533711,5
1,5,NAS ST. POLY,8.507164,8.520902,5
6,2,POST OFFICE,8.496123,8.516234,11
6,2,NAS ST. POLY,8.507164,8.520902,13
6,2,NAS ST. POLY,8.507164,8.520902,7
6,2,TUNDUN AMBA,8.2856,8.3018,5
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,LAVISTA,8.544621,8.533711,11
6,2,NAS ST. POLY,8.507164,8.520902,13
6,2,NAS ST. POLY,8.507164,8.520902,1
3,2,POST OFFICE,8.496123,8.516234,2
5,10,POST OFFICE,8.496123,8.516234,5
6,2,POST OFFICE,8.496123,8.516234,5
6,2,MODERN MARKET,8.491388,8.528523,13
1,11,PROJECT QUARTERS,8.44235,8.43324,11
2,12,PROJECT QUARTERS,8.44235,8.43324,12
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,STUDENT VILLAGE,8.503164,8.500314,11
4,9,NAS ST. POLY,8.507164,8.520902,2
6,2,STUDENT VILLAGE,8.503164,8.500314,3
5,1,TUNDUN AMBA,8.2856,8.3018,112
3,2,LAFIA EAST,8.490988,8.527665,1
6,2,LAFIA EAST,8.490988,8.527665,9
6,10,NAS ST. POLY,8.507164,8.520902,9
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,STUDENT VILLAGE,8.503164,8.500314,3
6,2,PROJECT QUARTERS,8.44235,8.43324,11
6,2,LAFIA EAST,8.490988,8.527665,11
3,2,SANDAJI STREET,8.3031,8.322,2
6,2,POST OFFICE,8.496123,8.516234,9
6,2,POST OFFICE,8.496123,8.516234,5
6,2,LAVISTA,8.544621,8.533711,5
6,2,LAFIA EAST,8.490988,8.527665,6
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,WORKERS VILLAGE,8.485263,8.504512,11
6,2,NAS ST. POLY,8.507164,8.520902,3
6,2,PROJECT QUARTERS,8.44235,8.43324,11
2,7,POST OFFICE,8.496123,8.516234,11
1,4,TUNDUN AMBA,8.2856,8.3018,2
6,2,WORKERS VILLAGE,8.485263,8.504512,1
6,5,POST OFFICE,8.496123,8.516234,11
6,2,LAFIA EAST,8.490988,8.527665,11
6,2,LAVISTA,8.544621,8.533711,5
6,2,PROJECT QUARTERS,8.44235,8.43324,3
6,1,LAVISTA,8.544621,8.533711,5
4,5,STUDENT VILLAGE,8.503164,8.500314,1
3,8,POST OFFICE,8.496123,8.516234,11
3,12,STUDENT VILLAGE,8.503164,8.500314,3
3,6,LAVISTA,8.544621,8.533711,5
2,4,NAS ST. POLY,8.507164,8.520902,7
6,2,LAFIA EAST,8.490988,8.527665,5
6,2,WORKERS VILLAGE,8.485263,8.504512,11
6,2,MODERN MARKET,8.491388,8.528523,2
6,2,POST OFFICE,8.496123,8.516234,5
6,2,STUDENT VILLAGE,8.503164,8.500314,7
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,TUNDUN AMBA,8.2856,8.3018,5
6,2,TUNDUN AMBA,8.2856,8.3018,12
6,2,POST OFFICE,8.496123,8.516234,5
6,2,LAVISTA,8.544621,8.533711,11
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,TUNDUN AMBA,8.2856,8.3018,5
6,9,NAS ST. POLY,8.507164,8.520902,3
6,2,LAVISTA,8.544621,8.533711,5
6,4,NAS ST. POLY,8.507164,8.520902,13
5,1,SANDAJI STREET,8.3031,8.322,11
6,2,NAS ST. POLY,8.507164,8.520902,5
6,2,LAVISTA,8.544621,8.533711,7
5,7,WORKERS VILLAGE,8.485263,8.504512,2
6,2,POST OFFICE,8.496123,8.516234,3
3,1,TUNDUN AMBA,8.2856,8.3018,11
5,5,LAVISTA,8.544621,8.533711,5
3,9,TUNDUN AMBA,8.2856,8.3018,13
1,11,STUDENT VILLAGE,8.503164,8.500314,5
6,2,NAS ST. POLY,8.507164,8.520902,2
6,2,POST OFFICE,8.496123,8.516234,11
6,2,STUDENT VILLAGE,8.503164,8.500314,7
6,9,POST OFFICE,8.496123,8.516234,11
1,6,LAVISTA,8.544621,8.533711,5
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,LAFIA EAST,8.490988,8.527665,11
6,2,POST OFFICE,8.496123,8.516234,11
6,2,NAS ST. POLY,8.507164,8.520902,13
6,2,LAVISTA,8.544621,8.533711,5
6,2,POST OFFICE,8.496123,8.516234,5
6,2,NAS ST. POLY,8.507164,8.520902,7
2,8,WORKERS VILLAGE,8.485263,8.504512,5
3,4,NAS ST. POLY,8.507164,8.520902,11
0,5,STUDENT VILLAGE,8.503164,8.500314,3
6,2,NAS ST. POLY,8.507164,8.520902,5
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,PROJECT QUARTERS,8.44235,8.43324,11
6,2,LAVISTA,8.544621,8.533711,11
6,2,POST OFFICE,8.496123,8.516234,11
6,2,MODERN MARKET,8.491388,8.528523,112
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,LAVISTA,8.544621,8.533711,12
6,2,STUDENT VILLAGE,8.503164,8.500314,13
4,9,LAVISTA,8.544621,8.533711,7
6,2,LAVISTA,8.544621,8.533711,11
1,8,POST OFFICE,8.496123,8.516234,3
4,6,POST OFFICE,8.496123,8.516234,2
5,7,LAFIA EAST,8.490988,8.527665,5
6,2,POST OFFICE,8.496123,8.516234,3
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,POST OFFICE,8.496123,8.516234,9
6,2,LAFIA EAST,8.490988,8.527665,11
6,2,SANDAJI STREET,8.3031,8.322,11
6,2,PROJECT QUARTERS,8.44235,8.43324,9
3,1,PROJECT QUARTERS,8.44235,8.43324,11
6,2,PROJECT QUARTERS,8.44235,8.43324,9
6,2,LAVISTA,8.544621,8.533711,5
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,4,POST OFFICE,8.496123,8.516234,3
3,7,NAS ST. POLY,8.507164,8.520902,1
0,11,POST OFFICE,8.496123,8.516234,11
3,4,PROJECT QUARTERS,8.44235,8.43324,12
5,11,LAVISTA,8.544621,8.533711,7
0,1,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,8,LAVISTA,8.544621,8.533711,2
6,9,WORKERS VILLAGE,8.485263,8.504512,5
6,12,WORKERS VILLAGE,8.485263,8.504512,5
2,9,POST OFFICE,8.496123,8.516234,5
0,4,NAS ST. POLY,8.507164,8.520902,1
6,2,STUDENT VILLAGE,8.503164,8.500314,11
4,6,POST OFFICE,8.496123,8.516234,11
6,2,STUDENT VILLAGE,8.503164,8.500314,1
6,2,STUDENT VILLAGE,8.503164,8.500314,2
1,12,STUDENT VILLAGE,8.503164,8.500314,11
6,2,POST OFFICE,8.496123,8.516234,11
6,9,STUDENT VILLAGE,8.503164,8.500314,5
6,2,POST OFFICE,8.496123,8.516234,12
6,2,NAS ST. POLY,8.507164,8.520902,3
6,2,POST OFFICE,8.496123,8.516234,12
6,2,POST OFFICE,8.496123,8.516234,13
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,WORKERS VILLAGE,8.485263,8.504512,13
6,2,DUNAMA,8.523524,8.522714,11
6,2,NAS ST. POLY,8.507164,8.520902,2
5,1,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,12
0,10,NAS ST. POLY,8.507164,8.520902,11
6,2,POST OFFICE,8.496123,8.516234,13
6,2,LAFIA EAST,8.490988,8.527665,8
6,2,WORKERS VILLAGE,8.485263,8.504512,5
6,2,STUDENT VILLAGE,8.503164,8.500314,112
6,2,PROJECT QUARTERS,8.44235,8.43324,3
4,6,POST OFFICE,8.496123,8.516234,13
6,2,POST OFFICE,8.496123,8.516234,11
0,1,LAVISTA,8.544621,8.533711,2
6,2,POST OFFICE,8.496123,8.516234,13
6,2,POST OFFICE,8.496123,8.516234,3
3,11,POST OFFICE,8.496123,8.516234,3
3,7,MILLIONAIRES QUARTERS,8.516451,8.520237,5
6,2,MODERN MARKET,8.491388,8.528523,1
6,2,LAVISTA,8.544621,8.533711,13
6,2,NAS ST. POLY,8.507164,8.520902,2
6,2,POST OFFICE,8.496123,8.516234,5
6,2,NAS ST. POLY,8.507164,8.520902,2
0,7,POST OFFICE,8.496123,8.516234,13
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,LAFIA EAST,8.490988,8.527665,11
3,11,PROJECT QUARTERS,8.44235,8.43324,7
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,LAVISTA,8.544621,8.533711,7
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,5
6,2,NAS ST. POLY,8.507164,8.520902,7
3,2,POST OFFICE,8.496123,8.516234,5
5,10,TUNDUN AMBA,8.2856,8.3018,1
2,11,STUDENT VILLAGE,8.503164,8.500314,2
6,2,NAS ST. POLY,8.507164,8.520902,5
4,7,NAS ST. POLY,8.507164,8.520902,13
2,1,WORKERS VILLAGE,8.485263,8.504512,5
5,11,NAS ST. POLY,8.507164,8.520902,11
1,9,LAFIA EAST,8.490988,8.527665,12
6,2,NAS ST. POLY,8.507164,8.520902,2
6,2,STUDENT VILLAGE,8.503164,8.500314,13
6,9,LAVISTA,8.544621,8.533711,12
6,2,PROJECT QUARTERS,8.44235,8.43324,3
6,2,STUDENT VILLAGE,8.503164,8.500314,11
6,2,NAS ST. POLY,8.507164,8.520902,7
2,12,DUNAMA,8.523524,8.522714,13
6,2,POST OFFICE,8.496123,8.516234,11
6,2,STUDENT VILLAGE,8.503164,8.500314,12
6,2,LAVISTA,8.544621,8.533711,11
6,2,PROJECT QUARTERS,8.44235,8.43324,11
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,WORKERS VILLAGE,8.485263,8.504512,13
6,2,NAS ST. POLY,8.507164,8.520902,7
6,2,NAS ST. POLY,8.507164,8.520902,1
6,2,PROJECT QUARTERS,8.44235,8.43324,2
6,2,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,2,SANDAJI STREET,8.3031,8.322,11
2,12,LAFIA EAST,8.490988,8.527665,11
2,9,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,11
6,2,STUDENT VILLAGE,8.503164,8.500314,5
6,2,SANDAJI STREET,8.3031,8.322,5
6,2,NAS ST. POLY,8.507164,8.520902,7
6,2,LAFIA EAST,8.490988,8.527665,5
6,2,POST OFFICE,8.496123,8.516234,13
6,2,LAFIA EAST,8.490988,8.527665,11
5,12,NAS ST. POLY,8.507164,8.520902,2
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,STUDENT VILLAGE,8.503164,8.500314,5
5,1,STUDENT VILLAGE,8.503164,8.500314,11
1,9,NAS ST. POLY,8.507164,8.520902,2
0,8,LAVISTA,8.544621,8.533711,5
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,STUDENT VILLAGE,8.503164,8.500314,11
5,12,SANDAJI STREET,8.3031,8.322,5
6,2,NAS ST. POLY,8.507164,8.520902,7
6,2,LAVISTA,8.544621,8.533711,5
6,2,POST OFFICE,8.496123,8.516234,3
6,2,NAS ST. POLY,8.507164,8.520902,5
6,2,WORKERS VILLAGE,8.485263,8.504512,11
6,2,LAFIA EAST,8.490988,8.527665,11
5,5,NAS ST. POLY,8.507164,8.520902,11
3,4,NAS ST. POLY,8.507164,8.520902,1
6,2,NAS ST. POLY,8.507164,8.520902,11
6,2,LAVISTA,8.544621,8.533711,12
6,2,NAS ST. POLY,8.507164,8.520902,12
6,12,NAS ST. POLY,8.507164,8.520902,1
6,2,POST OFFICE,8.496123,8.516234,13
6,2,STUDENT VILLAGE,8.503164,8.500314,5
6,2,PROJECT QUARTERS,8.44235,8.43324,11
0,2,LAVISTA,8.544621,8.533711,5
2,2,POST OFFICE,8.496123,8.516234,5
6,6,DUNAMA,8.523524,8.522714,13
2,2,LAVISTA,8.544621,8.533711,5
0,10,NAS ST. POLY,8.507164,8.520902,11
0,6,POST OFFICE,8.496123,8.516234,11
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,LAVISTA,8.544621,8.533711,5
2,2,WORKERS VILLAGE,8.485263,8.504512,5
2,2,LAVISTA,8.544621,8.533711,5
1,10,NAS ST. POLY,8.507164,8.520902,11
2,2,STUDENT VILLAGE,8.503164,8.500314,12
2,2,LAVISTA,8.544621,8.533711,13
5,4,POST OFFICE,8.496123,8.516234,11
2,2,NAS ST. POLY,8.507164,8.520902,7
2,7,POST OFFICE,8.496123,8.516234,5
6,1,NAS ST. POLY,8.507164,8.520902,7
2,2,MODERN MARKET,8.491388,8.528523,11
2,2,POST OFFICE,8.496123,8.516234,5
4,9,SANDAJI STREET,8.3031,8.322,2
2,2,LAVISTA,8.544621,8.533711,11
2,2,NAS ST. POLY,8.507164,8.520902,11
6,6,NAS ST. POLY,8.507164,8.520902,2
0,8,POST OFFICE,8.496123,8.516234,13
0,12,NAS ST. POLY,8.507164,8.520902,13
2,2,POST OFFICE,8.496123,8.516234,9
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,POST OFFICE,8.496123,8.516234,11
2,2,NAS ST. POLY,8.507164,8.520902,12
2,2,POST OFFICE,8.496123,8.516234,11
2,2,PROJECT QUARTERS,8.44235,8.43324,5
5,6,POST OFFICE,8.496123,8.516234,5
2,2,LAVISTA,8.544621,8.533711,1
0,12,STUDENT VILLAGE,8.503164,8.500314,11
2,2,DUNAMA,8.523524,8.522714,13
2,2,STUDENT VILLAGE,8.503164,8.500314,12
5,6,STUDENT VILLAGE,8.503164,8.500314,13
4,12,STUDENT VILLAGE,8.503164,8.500314,11
2,2,NAS ST. POLY,8.507164,8.520902,5
2,2,NAS ST. POLY,8.507164,8.520902,2
5,1,NAS ST. POLY,8.507164,8.520902,13
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,LAFIA EAST,8.490988,8.527665,11
2,2,STUDENT VILLAGE,8.503164,8.500314,12
2,7,POST OFFICE,8.496123,8.516234,13
2,2,NAS ST. POLY,8.507164,8.520902,11
6,5,NAS ST. POLY,8.507164,8.520902,7
6,6,POST OFFICE,8.496123,8.516234,3
2,6,LAVISTA,8.544621,8.533711,1
5,4,LAVISTA,8.544621,8.533711,5
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,STUDENT VILLAGE,8.503164,8.500314,13
1,7,NAS ST. POLY,8.507164,8.520902,7
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,SANDAJI STREET,8.3031,8.322,9
2,2,NAS ST. POLY,8.507164,8.520902,3
2,2,SANDAJI STREET,8.3031,8.322,12
4,4,LAVISTA,8.544621,8.533711,2
2,2,LAVISTA,8.544621,8.533711,5
2,2,LAFIA EAST,8.490988,8.527665,5
0,9,POST OFFICE,8.496123,8.516234,13
2,2,SANDAJI STREET,8.3031,8.322,7
2,2,POST OFFICE,8.496123,8.516234,13
4,11,NAS ST. POLY,8.507164,8.520902,7
2,2,WORKERS VILLAGE,8.485263,8.504512,2
2,2,LAVISTA,8.544621,8.533711,11
2,2,TUNDUN GWANDARA,8.3033,8.3313,12
3,6,POST OFFICE,8.496123,8.516234,3
3,6,LAVISTA,8.544621,8.533711,11
2,2,NAS ST. POLY,8.507164,8.520902,13
2,2,POST OFFICE,8.496123,8.516234,5
2,2,GOVERNMENT HOUSE,8.509731,8.542025,11
2,2,LAVISTA,8.544621,8.533711,5
2,2,MODERN MARKET,8.491388,8.528523,9
2,2,NAS ST. POLY,8.507164,8.520902,13
2,2,LAFIA EAST,8.490988,8.527665,11
2,2,NAS ST. POLY,8.507164,8.520902,7
2,2,STUDENT VILLAGE,8.503164,8.500314,13
2,2,STUDENT VILLAGE,8.503164,8.500314,11
5,10,PROJECT QUARTERS,8.44235,8.43324,9
2,2,POST OFFICE,8.496123,8.516234,13
2,2,POST OFFICE,8.496123,8.516234,11
0,5,TUNDUN GWANDARA,8.3033,8.3313,11
2,2,POST OFFICE,8.496123,8.516234,11
2,2,MODERN MARKET,8.491388,8.528523,5
4,10,POST OFFICE,8.496123,8.516234,9
1,5,TUNDUN AMBA,8.2856,8.3018,5
4,12,STUDENT VILLAGE,8.503164,8.500314,13
2,2,POST OFFICE,8.496123,8.516234,12
2,2,NAS ST. POLY,8.507164,8.520902,11
3,6,STUDENT VILLAGE,8.503164,8.500314,11
2,2,PROJECT QUARTERS,8.44235,8.43324,9
4,12,POST OFFICE,8.496123,8.516234,11
5,4,LAVISTA,8.544621,8.533711,3
2,6,MODERN MARKET,8.491388,8.528523,11
2,2,PROJECT QUARTERS,8.44235,8.43324,7
6,6,LAVISTA,8.544621,8.533711,2
2,2,LAFIA EAST,8.490988,8.527665,11
2,2,MODERN MARKET,8.491388,8.528523,2
2,2,LAFIA EMIRS PALACE,8.49059,8.512862,9
1,5,NAS ST. POLY,8.507164,8.520902,7
2,2,NAS ST. POLY,8.507164,8.520902,7
2,2,LAVISTA,8.544621,8.533711,5
2,2,NAS ST. POLY,8.507164,8.520902,1
1,11,POST OFFICE,8.496123,8.516234,11
3,8,MODERN MARKET,8.491388,8.528523,5
3,5,POST OFFICE,8.496123,8.516234,13
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,MILLIONAIRES QUARTERS,8.516451,8.520237,12
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,LAFIA EAST,8.490988,8.527665,9
2,2,STUDENT VILLAGE,8.503164,8.500314,7
2,2,POST OFFICE,8.496123,8.516234,11
2,2,MODERN MARKET,8.491388,8.528523,2
2,6,POST OFFICE,8.496123,8.516234,5
2,2,LAVISTA,8.544621,8.533711,12
6,8,PROJECT QUARTERS,8.44235,8.43324,13
2,2,POST OFFICE,8.496123,8.516234,11
5,6,NAS ST. POLY,8.507164,8.520902,7
2,2,LAFIA EMIRS PALACE,8.49059,8.512862,11
2,2,WORKERS VILLAGE,8.485263,8.504512,2
3,12,POST OFFICE,8.496123,8.516234,3
2,2,LAFIA EAST,8.490988,8.527665,12
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,MILLIONAIRES QUARTERS,8.516451,8.520237,112
2,2,TUNDUN AMBA,8.2856,8.3018,5
1,1,WORKERS VILLAGE,8.485263,8.504512,5
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,NAS ST. POLY,8.507164,8.520902,3
2,2,MILLIONAIRES QUARTERS,8.516451,8.520237,9
2,2,LAFIA EAST,8.490988,8.527665,11
2,2,NAS ST. POLY,8.507164,8.520902,7
2,2,POST OFFICE,8.496123,8.516234,13
2,2,STUDENT VILLAGE,8.503164,8.500314,7
0,10,STUDENT VILLAGE,8.503164,8.500314,13
3,11,NAS ST. POLY,8.507164,8.520902,1
0,9,STUDENT VILLAGE,8.503164,8.500314,11
2,2,LAFIA EAST,8.490988,8.527665,11
2,11,PROJECT QUARTERS,8.44235,8.43324,5
0,4,STUDENT VILLAGE,8.503164,8.500314,11
2,2,MODERN MARKET,8.491388,8.528523,9
2,2,PROJECT QUARTERS,8.44235,8.43324,9
2,2,LAFIA EMIRS PALACE,8.49059,8.512862,11
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,POST OFFICE,8.496123,8.516234,13
2,2,POST OFFICE,8.496123,8.516234,13
2,2,NAS ST. POLY,8.507164,8.520902,11
6,6,POST OFFICE,8.496123,8.516234,13
2,2,POST OFFICE,8.496123,8.516234,5
5,9,PROJECT QUARTERS,8.44235,8.43324,9
6,9,PROJECT QUARTERS,8.44235,8.43324,9
2,2,POST OFFICE,8.496123,8.516234,13
2,2,LAFIA EAST,8.490988,8.527665,13
6,9,NAS ST. POLY,8.507164,8.520902,7
2,2,NAS ST. POLY,8.507164,8.520902,1
2,2,NAS ST. POLY,8.507164,8.520902,12
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,DUNAMA,8.523524,8.522714,11
2,2,NAS ST. POLY,8.507164,8.520902,7
2,2,POST OFFICE,8.496123,8.516234,7
3,8,PROJECT QUARTERS,8.44235,8.43324,11
2,2,LAVISTA,8.544621,8.533711,2
0,1,POST OFFICE,8.496123,8.516234,5
2,2,POST OFFICE,8.496123,8.516234,3
2,2,PROJECT QUARTERS,8.44235,8.43324,12
2,2,STUDENT VILLAGE,8.503164,8.500314,13
2,2,SANDAJI STREET,8.3031,8.322,12
6,6,LAFIA EAST,8.490988,8.527665,5
2,2,NAS ST. POLY,8.507164,8.520902,11
4,9,POST OFFICE,8.496123,8.516234,5
4,9,NAS ST. POLY,8.507164,8.520902,7
1,6,STUDENT VILLAGE,8.503164,8.500314,7
2,2,SANDAJI STREET,8.3031,8.322,11
2,2,STUDENT VILLAGE,8.503164,8.500314,112
2,2,LAFIA EAST,8.490988,8.527665,11
5,1,LAVISTA,8.544621,8.533711,5
2,2,LAFIA EAST,8.490988,8.527665,11
2,2,POST OFFICE,8.496123,8.516234,13
4,5,NAS ST. POLY,8.507164,8.520902,1
2,2,NAS ST. POLY,8.507164,8.520902,7
6,5,POST OFFICE,8.496123,8.516234,5
2,2,STUDENT VILLAGE,8.503164,8.500314,3
4,1,TUNDUN AMBA,8.2856,8.3018,5
2,2,LAVISTA,8.544621,8.533711,11
2,2,LAVISTA,8.544621,8.533711,13
0,1,LAVISTA,8.544621,8.533711,1
2,2,LAVISTA,8.544621,8.533711,5
2,2,NAS ST. POLY,8.507164,8.520902,1
2,2,POST OFFICE,8.496123,8.516234,5
2,2,NAS ST. POLY,8.507164,8.520902,13
2,2,POST OFFICE,8.496123,8.516234,13
4,10,NAS ST. POLY,8.507164,8.520902,5
2,2,LAVISTA,8.544621,8.533711,5
6,9,TUNDUN AMBA,8.2856,8.3018,11
6,4,NAS ST. POLY,8.507164,8.520902,5
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,LAVISTA,8.544621,8.533711,5
2,2,STUDENT VILLAGE,8.503164,8.500314,13
2,7,LAVISTA,8.544621,8.533711,13
5,9,WORKERS VILLAGE,8.485263,8.504512,5
2,2,POST OFFICE,8.496123,8.516234,13
2,12,LAVISTA,8.544621,8.533711,5
2,2,WORKERS VILLAGE,8.485263,8.504512,11
2,2,LAVISTA,8.544621,8.533711,5
2,2,STUDENT VILLAGE,8.503164,8.500314,7
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,POST OFFICE,8.496123,8.516234,5
3,5,PROJECT QUARTERS,8.44235,8.43324,11
5,11,LAFIA EAST,8.490988,8.527665,9
2,2,PROJECT QUARTERS,8.44235,8.43324,2
2,2,POST OFFICE,8.496123,8.516234,11
2,2,NAS ST. POLY,8.507164,8.520902,13
2,2,POST OFFICE,8.496123,8.516234,5
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,STUDENT VILLAGE,8.503164,8.500314,13
2,2,POST OFFICE,8.496123,8.516234,3
2,2,STUDENT VILLAGE,8.503164,8.500314,11
2,2,STUDENT VILLAGE,8.503164,8.500314,5
2,9,LAVISTA,8.544621,8.533711,112
2,2,WORKERS VILLAGE,8.485263,8.504512,12
2,2,MILLIONAIRES QUARTERS,8.516451,8.520237,5
4,4,LAFIA EAST,8.490988,8.527665,12
2,2,NAS ST. POLY,8.507164,8.520902,2
2,2,NAS ST. POLY,8.507164,8.520902,7
0,8,LAFIA EAST,8.490988,8.527665,5
2,2,POST OFFICE,8.496123,8.516234,11
2,2,NAS ST. POLY,8.507164,8.520902,11
2,2,MODERN MARKET,8.491388,8.528523,11
1,8,LAFIA EAST,8.490988,8.527665,5
2,2,POST OFFICE,8.496123,8.516234,5
2,2,TUNDUN AMBA,8.2856,8.3018,11
2,2,STUDENT VILLAGE,8.503164,8.500314,7
2,2,MODERN MARKET,8.491388,8.528523,12
2,2,LAVISTA,8.544621,8.533711,5
1,5,STUDENT VILLAGE,8.503164,8.500314,11
6,1,NAS ST. POLY,8.507164,8.520902,1
2,2,TUNDUN AMBA,8.2856,8.3018,5
5,10,STUDENT VILLAGE,8.503164,8.500314,11
5,4,NAS ST. POLY,8.507164,8.520902,3
6,4,POST OFFICE,8.496123,8.516234,3
